INFO 2023-08-09 03:18:54,512 autoreload Watching for file changes with StatReloader
DEBUG 2023-08-09 03:19:14,408 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_trace_api.py first seen with mtime 1691124228.035383
DEBUG 2023-08-09 03:19:14,408 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\query.py first seen with mtime 1689162640.4611602
DEBUG 2023-08-09 03:19:14,409 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_comm_constants.py first seen with mtime 1691124227.914731
DEBUG 2023-08-09 03:19:14,409 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\base_tasks.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,410 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\timeouts.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,413 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\version.py first seen with mtime 1689162640.619247
DEBUG 2023-08-09 03:19:14,415 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\importlib\resources\abc.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,417 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_collect_bytecode_info.py first seen with mtime 1691124227.914731
DEBUG 2023-08-09 03:19:14,418 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\migrations\operations\models.py first seen with mtime 1689162640.421266
DEBUG 2023-08-09 03:19:14,419 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\text.py first seen with mtime 1689162640.6132631
DEBUG 2023-08-09 03:19:14,419 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\hashlib.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,420 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\constants.py first seen with mtime 1689162640.438222
DEBUG 2023-08-09 03:19:14,420 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\settings.py first seen with mtime 1689162641.4997537
DEBUG 2023-08-09 03:19:14,421 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\files\storage\memory.py first seen with mtime 1689162640.2975962
DEBUG 2023-08-09 03:19:14,422 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\manager.py first seen with mtime 1689162640.4601629
DEBUG 2023-08-09 03:19:14,422 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\pydevd_plugins\extensions\types\pydevd_plugin_pandas_types.py first seen with mtime 1691124228.3355763
DEBUG 2023-08-09 03:19:14,424 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_frame_utils.py first seen with mtime 1691124227.9984827
DEBUG 2023-08-09 03:19:14,425 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\views\autocomplete.py first seen with mtime 1689162638.8076992
DEBUG 2023-08-09 03:19:14,426 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\random.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,426 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\field_mapping.py first seen with mtime 1689162641.5785427
DEBUG 2023-08-09 03:19:14,427 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\mime\__init__.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,427 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\decimal.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,427 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\sites.py first seen with mtime 1689162638.7378843
DEBUG 2023-08-09 03:19:14,428 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1689162639.0420716
DEBUG 2023-08-09 03:19:14,428 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_breakpoints.py first seen with mtime 1691124227.914731
DEBUG 2023-08-09 03:19:14,429 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_vm_type.py first seen with mtime 1691124228.0413675
DEBUG 2023-08-09 03:19:14,429 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,430 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\middleware\security.py first seen with mtime 1689162640.531971
DEBUG 2023-08-09 03:19:14,430 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\DLLs\_ssl.pyd first seen with mtime 1686085294.0
DEBUG 2023-08-09 03:19:14,431 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\pprint.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,431 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\argparse.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,432 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\views\generic\__init__.py first seen with mtime 1689162640.6332102
DEBUG 2023-08-09 03:19:14,432 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\_markupbase.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,433 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1689162640.4172764
DEBUG 2023-08-09 03:19:14,433 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\dateparse.py first seen with mtime 1689162640.6022928
DEBUG 2023-08-09 03:19:14,434 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydev_bundle\_pydev_tipper_common.py first seen with mtime 1691124227.8678675
DEBUG 2023-08-09 03:19:14,435 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\messages\__init__.py first seen with mtime 1689162639.7109234
DEBUG 2023-08-09 03:19:14,436 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\postgres\__init__.py first seen with mtime 1689162639.7218943
DEBUG 2023-08-09 03:19:14,436 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1689162641.7894933
DEBUG 2023-08-09 03:19:14,437 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\serializer_helpers.py first seen with mtime 1689162641.5805366
DEBUG 2023-08-09 03:19:14,438 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\pkgutil.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,438 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\safestring.py first seen with mtime 1689162640.6122663
DEBUG 2023-08-09 03:19:14,439 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\DLLs\unicodedata.pyd first seen with mtime 1686085296.0
DEBUG 2023-08-09 03:19:14,439 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\humanize_datetime.py first seen with mtime 1689162641.5795393
DEBUG 2023-08-09 03:19:14,439 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\staticfiles\management\commands\__init__.py first seen with mtime 1689162640.2158165
DEBUG 2023-08-09 03:19:14,440 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\sslproto.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,441 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\auth\base_user.py first seen with mtime 1689162638.9194
DEBUG 2023-08-09 03:19:14,441 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\__init__.py first seen with mtime 1691124227.8627706
DEBUG 2023-08-09 03:19:14,442 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1689162640.2377577
DEBUG 2023-08-09 03:19:14,442 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1689162640.601295
DEBUG 2023-08-09 03:19:14,443 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\generator.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,443 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\backends\sqlite3\__init__.py first seen with mtime 1689162640.3983276
DEBUG 2023-08-09 03:19:14,444 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1689162640.4591644
DEBUG 2023-08-09 03:19:14,444 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\engine.py first seen with mtime 1689162640.5479302
DEBUG 2023-08-09 03:19:14,445 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\mime\nonmultipart.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,445 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\reverse.py first seen with mtime 1689162641.4917753
DEBUG 2023-08-09 03:19:14,446 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\transports.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,446 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\base.py first seen with mtime 1689162640.438222
DEBUG 2023-08-09 03:19:14,447 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\migrations\operations\__init__.py first seen with mtime 1689162640.4172764
DEBUG 2023-08-09 03:19:14,448 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\loaders\filesystem.py first seen with mtime 1689162640.5544212
DEBUG 2023-08-09 03:19:14,449 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1689162640.4242585
DEBUG 2023-08-09 03:19:14,450 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_timeout.py first seen with mtime 1691124228.0343862
DEBUG 2023-08-09 03:19:14,451 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\subprocess.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,451 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admindocs\__init__.py first seen with mtime 1689162638.809692
DEBUG 2023-08-09 03:19:14,452 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\re\_casefix.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,452 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\signals.py first seen with mtime 1689162640.3514526
DEBUG 2023-08-09 03:19:14,453 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\views\i18n.py first seen with mtime 1689162640.6391945
DEBUG 2023-08-09 03:19:14,453 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\logging\config.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,454 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\copyreg.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,454 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\_debug_adapter\__init__.py first seen with mtime 1691124227.8991103
DEBUG 2023-08-09 03:19:14,455 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,455 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\sqlite3\dbapi2.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,456 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\mixins.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,456 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\schemas\openapi.py first seen with mtime 1689162641.4977577
DEBUG 2023-08-09 03:19:14,456 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\postgres\utils.py first seen with mtime 1689162639.8276117
DEBUG 2023-08-09 03:19:14,457 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\forms\models.py first seen with mtime 1689162640.5010529
DEBUG 2023-08-09 03:19:14,457 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\formatting.py first seen with mtime 1689162641.5785427
DEBUG 2023-08-09 03:19:14,458 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\ipv6.py first seen with mtime 1689162640.6092741
DEBUG 2023-08-09 03:19:14,458 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_frame_eval\vendored\bytecode\concrete.py first seen with mtime 1691124228.0802631
DEBUG 2023-08-09 03:19:14,459 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\runners.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,459 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\linecache.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,460 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\http\server.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,460 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\string.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,461 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\protocols.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,462 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\deconstruct.py first seen with mtime 1689162640.6032898
DEBUG 2023-08-09 03:19:14,463 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\operator.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,463 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\windows_events.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,464 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_extension_utils.py first seen with mtime 1691124227.9964867
DEBUG 2023-08-09 03:19:14,465 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\permissions.py first seen with mtime 1689162641.4887824
DEBUG 2023-08-09 03:19:14,465 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\_debug_adapter\pydevd_schema_log.py first seen with mtime 1691124227.8991103
DEBUG 2023-08-09 03:19:14,466 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\policy.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,467 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\__init__.py first seen with mtime 1689162638.2057214
DEBUG 2023-08-09 03:19:14,467 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\extern\__init__.py first seen with mtime 1689162641.169776
DEBUG 2023-08-09 03:19:14,467 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\posixpath.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,468 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1689162640.3654156
DEBUG 2023-08-09 03:19:14,468 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\utils\asyncio.py first seen with mtime 1689162640.5983038
DEBUG 2023-08-09 03:19:14,469 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\auth\tokens.py first seen with mtime 1689162639.040076
DEBUG 2023-08-09 03:19:14,469 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\xmlrpc\server.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,470 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\__init__.py first seen with mtime 1689162640.2247922
DEBUG 2023-08-09 03:19:14,470 autoreload File C:\Users\Alice\Desktop\djangogram\content\apps.py first seen with mtime 1689588103.6482668
DEBUG 2023-08-09 03:19:14,471 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admindocs\utils.py first seen with mtime 1689162638.9084282
DEBUG 2023-08-09 03:19:14,471 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\contenttypes\fields.py first seen with mtime 1689162639.046061
DEBUG 2023-08-09 03:19:14,472 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\coroutines.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,472 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\cache\__init__.py first seen with mtime 1689162640.2297797
DEBUG 2023-08-09 03:19:14,473 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pytz\__init__.py first seen with mtime 1689162641.174762
DEBUG 2023-08-09 03:19:14,474 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\contenttypes\views.py first seen with mtime 1689162639.1447966
DEBUG 2023-08-09 03:19:14,475 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_concurrency_analyser\pydevd_concurrency_logger.py first seen with mtime 1691124227.9303524
DEBUG 2023-08-09 03:19:14,476 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\email\_parseaddr.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,476 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\templatetags\admin_urls.py first seen with mtime 1689162638.8037095
DEBUG 2023-08-09 03:19:14,477 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\http\__init__.py first seen with mtime 1689162640.5190055
DEBUG 2023-08-09 03:19:14,478 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\exceptions.py first seen with mtime 1689162640.2856288
DEBUG 2023-08-09 03:19:14,478 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\http\cookies.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,479 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\checks\__init__.py first seen with mtime 1689162640.2666793
DEBUG 2023-08-09 03:19:14,479 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\DLLs\_decimal.pyd first seen with mtime 1686085294.0
DEBUG 2023-08-09 03:19:14,479 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\template\backends\__init__.py first seen with mtime 1689162640.5399508
DEBUG 2023-08-09 03:19:14,480 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\pydevd_plugins\extensions\types\pydevd_plugins_django_form_str.py first seen with mtime 1691124228.337571
DEBUG 2023-08-09 03:19:14,481 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1689162640.463155
DEBUG 2023-08-09 03:19:14,481 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\json\__init__.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,482 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admin\views\__init__.py first seen with mtime 1689162638.8057034
DEBUG 2023-08-09 03:19:14,482 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\serializers\base.py first seen with mtime 1689162640.347463
DEBUG 2023-08-09 03:19:14,483 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\_vendor\packaging\utils.py first seen with mtime 1689162641.1528208
DEBUG 2023-08-09 03:19:14,483 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pytz\exceptions.py first seen with mtime 1689162641.1777537
DEBUG 2023-08-09 03:19:14,483 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\zoneinfo\_tzpath.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,484 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\http\client.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,484 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\servers\basehttp.py first seen with mtime 1689162640.350455
DEBUG 2023-08-09 03:19:14,485 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\management\commands\runserver.py first seen with mtime 1689162640.3374896
DEBUG 2023-08-09 03:19:14,485 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\forms\__init__.py first seen with mtime 1689162640.4761243
DEBUG 2023-08-09 03:19:14,486 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\utils\json.py first seen with mtime 1689162641.5795393
DEBUG 2023-08-09 03:19:14,486 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\migrations\__init__.py first seen with mtime 1689162640.4063058
DEBUG 2023-08-09 03:19:14,487 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\zoneinfo\__init__.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,487 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\keyword.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,488 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\rest_framework\status.py first seen with mtime 1689162641.5276785
DEBUG 2023-08-09 03:19:14,489 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\views\decorators\__init__.py first seen with mtime 1689162640.6262286
DEBUG 2023-08-09 03:19:14,490 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,490 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\DLLs\_bz2.pyd first seen with mtime 1686085296.0
DEBUG 2023-08-09 03:19:14,491 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\models\functions\mixins.py first seen with mtime 1689162640.4581673
DEBUG 2023-08-09 03:19:14,491 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\conf\global_settings.py first seen with mtime 1689162638.2137003
DEBUG 2023-08-09 03:19:14,492 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\asyncio\streams.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,492 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\management\base.py first seen with mtime 1689162640.318541
DEBUG 2023-08-09 03:19:14,493 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_runpy.py first seen with mtime 1691124228.0224178
DEBUG 2023-08-09 03:19:14,493 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_net_command.py first seen with mtime 1691124228.0154364
DEBUG 2023-08-09 03:19:14,494 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\db\migrations\exceptions.py first seen with mtime 1689162640.4152825
DEBUG 2023-08-09 03:19:14,494 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\shortcuts.py first seen with mtime 1689162640.531971
DEBUG 2023-08-09 03:19:14,495 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\contrib\admindocs\views.py first seen with mtime 1689162638.9084282
DEBUG 2023-08-09 03:19:14,495 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\templatetags\tz.py first seen with mtime 1689162640.561402
DEBUG 2023-08-09 03:19:14,496 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\cache\utils.py first seen with mtime 1689162640.2397513
DEBUG 2023-08-09 03:19:14,496 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_trace_dispatch.py first seen with mtime 1691124228.037378
DEBUG 2023-08-09 03:19:14,497 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\importlib\resources\__init__.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,497 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\results.py first seen with mtime 1689162641.1667843
DEBUG 2023-08-09 03:19:14,498 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\pkg_resources\_vendor\packaging\__about__.py first seen with mtime 1689162641.1448421
DEBUG 2023-08-09 03:19:14,498 autoreload File C:\Users\Alice\Desktop\djangogram\.venv\Lib\site-packages\django\core\mail\message.py first seen with mtime 1689162640.3135538
DEBUG 2023-08-09 03:19:14,499 autoreload File C:\Users\Alice\AppData\Local\Programs\Python\Python311\Lib\encodings\cp949.py first seen with mtime 1686085218.0
DEBUG 2023-08-09 03:19:14,499 autoreload File C:\Users\Alice\.vscode\extensions\ms-python.python-2023.14.0\pythonFiles\lib\python\debugpy\_vendored\pydevd\pydevd_plugins\django_debug.py first seen with mtime 1691124228.3295925
